,Store,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,Promo2Since,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c
235,236,1000.0,11,2007,0,01,1800,None,2007-11-01,1800-01-05,1,0,0,0,1,0,0
236,237,1420.0,11,2007,0,01,1800,None,2007-11-01,1800-01-05,1,0,0,0,1,0,0
237,238,320.0,01,1800,1,45,2009,"Feb,May,Aug,Nov",1800-01-01,2009-11-08,1,0,0,0,1,0,0
238,239,610.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
239,240,1110.0,05,2009,0,01,1800,None,2009-05-01,1800-01-05,1,0,0,0,1,0,0
240,241,780.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
241,242,6880.0,09,2001,1,14,2011,"Jan,Apr,Jul,Oct",2001-09-01,2011-04-03,0,0,0,1,1,0,0
242,243,310.0,01,1800,1,05,2013,"Feb,May,Aug,Nov",1800-01-01,2013-02-03,1,0,0,0,1,0,0
243,244,710.0,03,2012,1,01,2012,"Jan,Apr,Jul,Oct",2012-03-01,2012-01-01,0,0,0,1,1,0,0
244,245,1310.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
245,246,4660.0,04,2013,0,01,1800,None,2013-04-01,1800-01-05,0,0,1,0,1,0,0
246,247,70.0,11,2010,1,05,2013,"Feb,May,Aug,Nov",2010-11-01,2013-02-03,0,0,0,1,0,0,1
247,248,340.0,09,2012,1,40,2012,"Jan,Apr,Jul,Oct",2012-09-01,2012-09-30,1,0,0,0,0,0,1
248,249,18010.0,09,2014,0,01,1800,None,2014-09-01,1800-01-05,0,0,0,1,0,0,1
249,250,3520.0,01,1800,1,18,2012,"Feb,May,Aug,Nov",1800-01-01,2012-04-29,0,0,0,1,1,0,0
250,251,340.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
251,252,22330.0,01,1800,1,05,2010,"Feb,May,Aug,Nov",1800-01-01,2010-01-31,0,0,0,1,0,0,1
252,253,250.0,01,1800,1,05,2013,"Feb,May,Aug,Nov",1800-01-01,2013-02-03,1,0,0,0,0,0,1
253,254,330.0,03,2008,1,01,2012,"Mar,Jun,Sept,Dec",2008-03-01,2012-01-01,0,0,0,1,1,0,0
254,255,4630.0,03,2011,1,35,2011,"Feb,May,Aug,Nov",2011-03-01,2011-08-28,0,0,1,0,0,0,1
255,256,80.0,09,2005,1,10,2014,"Mar,Jun,Sept,Dec",2005-09-01,2014-03-09,1,0,0,0,0,0,1
256,257,420.0,12,2012,0,01,1800,None,2012-12-01,1800-01-05,1,0,0,0,1,0,0
257,258,27190.0,07,2010,1,37,2009,"Jan,Apr,Jul,Oct",2010-07-01,2009-09-13,1,0,0,0,1,0,0
258,259,210.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,1,0,0,0,1,0
259,260,540.0,10,2011,0,01,1800,None,2011-10-01,1800-01-05,1,0,0,0,1,0,0
260,261,15340.0,04,2015,1,39,2009,"Jan,Apr,Jul,Oct",2015-04-01,2009-09-27,0,0,0,1,0,0,1
261,262,1180.0,05,2013,0,01,1800,None,2013-05-01,1800-01-05,0,1,0,0,1,0,0
262,263,1140.0,05,2013,1,40,2014,"Jan,Apr,Jul,Oct",2013-05-01,2014-10-05,1,0,0,0,0,0,1
263,264,180.0,03,2014,0,01,1800,None,2014-03-01,1800-01-05,1,0,0,0,1,0,0
264,265,4580.0,01,1800,1,14,2015,"Jan,Apr,Jul,Oct",1800-01-01,2015-04-05,1,0,0,0,1,0,0
265,266,360.0,03,2014,1,09,2011,"Mar,Jun,Sept,Dec",2014-03-01,2011-02-27,1,0,0,0,0,0,1
266,267,2460.0,01,2012,0,01,1800,None,2012-01-01,1800-01-05,0,0,1,0,1,0,0
267,268,4520.0,02,2014,0,01,1800,None,2014-02-01,1800-01-05,1,0,0,0,1,0,0
268,269,60.0,06,2015,0,01,1800,None,2015-06-01,1800-01-05,1,0,0,0,0,0,1
269,270,1450.0,07,2014,0,01,1800,None,2014-07-01,1800-01-05,1,0,0,0,1,0,0
270,271,420.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,1,0,0,0,1,0,0
271,272,16180.0,07,2003,1,14,2011,"Jan,Apr,Jul,Oct",2003-07-01,2011-04-03,1,0,0,0,1,0,0
272,273,8480.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
273,274,3640.0,01,1800,1,10,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-03-10,0,1,0,0,0,1,0
274,275,300.0,05,2014,1,40,2014,"Jan,Apr,Jul,Oct",2014-05-01,2014-10-05,0,0,0,1,1,0,0
275,276,2960.0,10,2014,1,36,2013,"Mar,Jun,Sept,Dec",2014-10-01,2013-09-08,1,0,0,0,1,0,0
276,277,7840.0,01,1800,1,31,2009,"Feb,May,Aug,Nov",1800-01-01,2009-08-02,0,0,0,1,0,0,1
277,278,9260.0,02,2010,0,01,1800,None,2010-02-01,1800-01-05,1,0,0,0,0,0,1
278,279,2320.0,01,1800,1,40,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-09-30,0,0,0,1,0,0,1
279,280,18640.0,09,2013,1,10,2014,"Mar,Jun,Sept,Dec",2013-09-01,2014-03-09,0,0,0,1,0,0,1
280,281,6970.0,09,2011,0,01,1800,None,2011-09-01,1800-01-05,0,0,0,1,0,0,1
281,282,1220.0,12,2010,0,01,1800,None,2010-12-01,1800-01-05,1,0,0,0,1,0,0
282,283,2260.0,01,1800,1,40,2014,"Jan,Apr,Jul,Oct",1800-01-01,2014-10-05,1,0,0,0,1,0,0
283,284,1290.0,01,1800,1,40,2014,"Jan,Apr,Jul,Oct",1800-01-01,2014-10-05,0,0,0,1,1,0,0
284,285,2410.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
285,286,1460.0,04,2015,0,01,1800,None,2015-04-01,1800-01-05,1,0,0,0,1,0,0
286,287,2740.0,05,2009,1,40,2014,"Jan,Apr,Jul,Oct",2009-05-01,2014-10-05,0,0,1,0,1,0,0
287,288,800.0,01,1800,1,14,2011,"Mar,Jun,Sept,Dec",1800-01-01,2011-04-03,0,0,0,1,1,0,0
288,289,6540.0,12,2007,0,01,1800,None,2007-12-01,1800-01-05,0,0,0,1,1,0,0
289,290,4150.0,05,2001,0,01,1800,None,2001-05-01,1800-01-05,1,0,0,0,1,0,0
290,291,0.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
291,292,1100.0,06,2009,0,01,1800,None,2009-06-01,1800-01-05,1,0,0,0,1,0,0
292,293,140.0,11,2007,0,01,1800,None,2007-11-01,1800-01-05,0,0,1,0,0,0,1
293,294,3150.0,05,2005,0,01,1800,None,2005-05-01,1800-01-05,1,0,0,0,1,0,0
294,295,210.0,11,2000,1,36,2013,"Mar,Jun,Sept,Dec",2000-11-01,2013-09-08,1,0,0,0,1,0,0
295,296,9580.0,05,2007,1,45,2014,"Feb,May,Aug,Nov",2007-05-01,2014-11-09,1,0,0,0,1,0,0
296,297,2300.0,09,2010,0,01,1800,None,2010-09-01,1800-01-05,1,0,0,0,1,0,0
297,298,19840.0,07,2009,0,01,1800,None,2009-07-01,1800-01-05,0,0,0,1,1,0,0
298,299,38630.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,0,0,0,1,0,0,1
299,300,120.0,04,2009,1,01,2012,"Jan,Apr,Jul,Oct",2009-04-01,2012-01-01,1,0,0,0,0,0,1
300,301,4510.0,03,2015,0,01,1800,None,2015-03-01,1800-01-05,1,0,0,0,0,0,1
301,302,2190.0,12,2007,1,09,2011,"Mar,Jun,Sept,Dec",2007-12-01,2011-02-27,0,0,0,1,0,0,1
302,303,15430.0,11,2012,1,18,2011,"Feb,May,Aug,Nov",2012-11-01,2011-05-01,1,0,0,0,1,0,0
303,304,1950.0,07,2015,0,01,1800,None,2015-07-01,1800-01-05,1,0,0,0,1,0,0
304,305,2470.0,02,2005,1,31,2013,"Mar,Jun,Sept,Dec",2005-02-01,2013-08-04,0,0,1,0,0,0,1
305,306,5100.0,04,2007,1,40,2014,"Jan,Apr,Jul,Oct",2007-04-01,2014-10-05,1,0,0,0,1,0,0
306,307,18660.0,09,2002,0,01,1800,None,2002-09-01,1800-01-05,1,0,0,0,1,0,0
307,308,1070.0,12,2006,1,13,2010,"Jan,Apr,Jul,Oct",2006-12-01,2010-03-28,1,0,0,0,1,0,0
308,309,8740.0,01,1800,1,37,2009,"Feb,May,Aug,Nov",1800-01-01,2009-09-13,0,0,0,1,1,0,0
309,310,2290.0,01,1800,1,10,2014,"Mar,Jun,Sept,Dec",1800-01-01,2014-03-09,1,0,0,0,0,0,1
310,311,680.0,07,2005,0,01,1800,None,2005-07-01,1800-01-05,1,0,0,0,0,0,1
311,312,11300.0,03,2012,0,01,1800,None,2012-03-01,1800-01-05,0,0,0,1,1,0,0
312,313,14160.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
313,314,3560.0,10,2001,1,31,2013,"Feb,May,Aug,Nov",2001-10-01,2013-08-04,1,0,0,0,1,0,0
314,315,38710.0,04,2013,0,01,1800,None,2013-04-01,1800-01-05,1,0,0,0,0,0,1
315,316,9000.0,08,2001,0,01,1800,None,2001-08-01,1800-01-05,0,0,0,1,1,0,0
316,317,3140.0,07,2013,1,14,2011,"Jan,Apr,Jul,Oct",2013-07-01,2011-04-03,0,0,0,1,1,0,0
317,318,32330.0,03,2014,0,01,1800,None,2014-03-01,1800-01-05,0,0,0,1,0,0,1
318,319,570.0,09,2012,1,27,2012,"Mar,Jun,Sept,Dec",2012-09-01,2012-07-01,1,0,0,0,0,0,1
319,320,210.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,1,0,0,0,0,0,1
320,321,8140.0,11,2013,1,10,2014,"Mar,Jun,Sept,Dec",2013-11-01,2014-03-09,0,0,1,0,0,0,1
321,322,17500.0,04,2001,1,37,2009,"Jan,Apr,Jul,Oct",2001-04-01,2009-09-13,1,0,0,0,1,0,0
322,323,8400.0,04,2012,1,05,2013,"Feb,May,Aug,Nov",2012-04-01,2013-02-03,0,0,0,1,0,0,1
323,324,13140.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,1,0,0,0,1,0,0
324,325,350.0,03,2011,1,22,2011,"Feb,May,Aug,Nov",2011-03-01,2011-05-29,1,0,0,0,0,0,1
325,326,10070.0,05,2015,1,31,2013,"Feb,May,Aug,Nov",2015-05-01,2013-08-04,0,0,0,1,1,0,0
326,327,1390.0,12,2004,0,01,1800,None,2004-12-01,1800-01-05,0,0,1,0,0,0,1
327,328,3130.0,07,2002,0,01,1800,None,2002-07-01,1800-01-05,1,0,0,0,1,0,0
328,329,1310.0,06,1990,1,22,2012,"Mar,Jun,Sept,Dec",1990-06-01,2012-05-27,1,0,0,0,1,0,0
329,330,370.0,01,1800,1,22,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-05-27,1,0,0,0,0,0,1
330,331,670.0,01,1800,1,14,2015,"Jan,Apr,Jul,Oct",1800-01-01,2015-04-05,1,0,0,0,0,0,1
331,332,1840.0,03,2006,0,01,1800,None,2006-03-01,1800-01-05,1,0,0,0,1,0,0
332,333,3720.0,02,2010,0,01,1800,None,2010-02-01,1800-01-05,1,0,0,0,0,0,1
333,334,4040.0,08,2008,1,18,2013,"Mar,Jun,Sept,Dec",2008-08-01,2013-05-05,0,0,0,1,0,0,1
334,335,90.0,01,1800,1,31,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-08-04,0,1,0,0,1,0,0
335,336,190.0,07,2014,0,01,1800,None,2014-07-01,1800-01-05,1,0,0,0,1,0,0
336,337,10600.0,07,2005,1,45,2014,"Feb,May,Aug,Nov",2005-07-01,2014-11-09,0,0,0,1,0,0,1
337,338,1590.0,01,1800,1,37,2009,"Jan,Apr,Jul,Oct",1800-01-01,2009-09-13,1,0,0,0,0,0,1
338,339,2280.0,01,1800,1,10,2013,"Mar,Jun,Sept,Dec",1800-01-01,2013-03-10,1,0,0,0,0,0,1
339,340,8080.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
340,341,190.0,09,2011,0,01,1800,None,2011-09-01,1800-01-05,1,0,0,0,1,0,0
341,342,15770.0,01,1800,1,40,2014,"Jan,Apr,Jul,Oct",1800-01-01,2014-10-05,0,0,0,1,0,0,1
342,343,18650.0,04,2004,1,14,2014,"Jan,Apr,Jul,Oct",2004-04-01,2014-04-06,0,0,0,1,1,0,0
343,344,300.0,04,2011,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-01,2011-04-03,1,0,0,0,0,0,1
344,345,120.0,01,1800,1,22,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-05-27,1,0,0,0,1,0,0
345,346,8090.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
346,347,9360.0,07,2013,1,22,2012,"Mar,Jun,Sept,Dec",2013-07-01,2012-05-27,0,0,0,1,0,0,1
347,348,16490.0,01,1800,1,22,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-05-27,1,0,0,0,1,0,0
348,349,1490.0,04,2009,0,01,1800,None,2009-04-01,1800-01-05,0,0,1,0,0,0,1
349,350,8880.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,0,0,0,1,1,0,0
350,351,5290.0,11,2012,1,05,2013,"Feb,May,Aug,Nov",2012-11-01,2013-02-03,1,0,0,0,1,0,0
351,352,6360.0,01,1800,1,40,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-09-30,0,0,0,1,0,0,1
352,353,900.0,01,1800,1,14,2013,"Feb,May,Aug,Nov",1800-01-01,2013-04-07,0,1,0,0,0,1,0
353,354,1500.0,10,2005,0,01,1800,None,2005-10-01,1800-01-05,0,0,0,1,0,0,1
354,355,9720.0,08,2013,0,01,1800,None,2013-08-01,1800-01-05,1,0,0,0,0,0,1
355,356,8970.0,12,2007,1,22,2012,"Feb,May,Aug,Nov",2007-12-01,2012-05-27,0,0,0,1,0,0,1
356,357,2060.0,10,2008,0,01,1800,None,2008-10-01,1800-01-05,1,0,0,0,1,0,0
357,358,2890.0,10,2003,0,01,1800,None,2003-10-01,1800-01-05,1,0,0,0,1,0,0
358,359,4370.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
359,360,2040.0,06,2007,0,01,1800,None,2007-06-01,1800-01-05,1,0,0,0,1,0,0
360,361,4490.0,05,2014,1,05,2013,"Feb,May,Aug,Nov",2014-05-01,2013-02-03,0,0,1,0,0,0,1
361,362,340.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,1,0,0,0,1
362,363,250.0,09,2009,0,01,1800,None,2009-09-01,1800-01-05,1,0,0,0,1,0,0
363,364,13620.0,01,1800,1,10,2014,"Mar,Jun,Sept,Dec",1800-01-01,2014-03-09,1,0,0,0,0,0,1
364,365,2410.0,01,1800,1,45,2009,"Feb,May,Aug,Nov",1800-01-01,2009-11-08,0,0,1,0,1,0,0
365,366,6470.0,12,2004,0,01,1800,None,2004-12-01,1800-01-05,0,0,0,1,0,0,1
366,367,2640.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,0,0,0,1,0,0,1
367,368,1450.0,04,2005,1,45,2009,"Feb,May,Aug,Nov",2005-04-01,2009-11-08,0,0,0,1,0,0,1
368,369,5870.0,04,2014,0,01,1800,None,2014-04-01,1800-01-05,0,0,0,1,0,0,1
369,370,8250.0,10,2000,1,31,2009,"Jan,Apr,Jul,Oct",2000-10-01,2009-08-02,0,0,0,1,1,0,0
370,371,1970.0,07,2009,1,45,2014,"Feb,May,Aug,Nov",2009-07-01,2014-11-09,0,0,0,1,0,0,1
371,372,4880.0,08,2010,1,18,2014,"Jan,Apr,Jul,Oct",2010-08-01,2014-05-04,0,0,0,1,0,0,1
372,373,11120.0,01,1800,1,22,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-05-27,0,0,0,1,0,0,1
373,374,1150.0,09,2007,0,01,1800,None,2007-09-01,1800-01-05,1,0,0,0,1,0,0
374,375,15710.0,02,2013,1,37,2009,"Jan,Apr,Jul,Oct",2013-02-01,2009-09-13,1,0,0,0,0,0,1
375,376,160.0,08,2012,0,01,1800,None,2012-08-01,1800-01-05,1,0,0,0,1,0,0
376,377,100.0,06,2010,1,18,2010,"Feb,May,Aug,Nov",2010-06-01,2010-05-02,1,0,0,0,0,0,1
377,378,2140.0,08,2012,0,01,1800,None,2012-08-01,1800-01-05,1,0,0,0,0,0,1
378,379,6630.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
379,380,2240.0,05,2013,1,10,2014,"Mar,Jun,Sept,Dec",2013-05-01,2014-03-09,1,0,0,0,1,0,0
380,381,1800.0,11,2006,1,05,2013,"Feb,May,Aug,Nov",2006-11-01,2013-02-03,1,0,0,0,1,0,0
381,382,26130.0,11,2002,0,01,1800,None,2002-11-01,1800-01-05,0,0,1,0,0,0,1
382,383,350.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
383,384,130.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,1,0,0,0,0,0,1
384,385,4580.0,09,2007,0,01,1800,None,2007-09-01,1800-01-05,0,0,0,1,1,0,0
385,386,1460.0,04,2014,1,31,2013,"Jan,Apr,Jul,Oct",2014-04-01,2013-08-04,0,0,0,1,0,0,1
386,387,210.0,01,1800,1,36,2013,"Mar,Jun,Sept,Dec",1800-01-01,2013-09-08,0,0,1,0,1,0,0
387,388,2260.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
388,389,6690.0,08,2011,0,01,1800,None,2011-08-01,1800-01-05,1,0,0,0,0,0,1
389,390,1600.0,04,2009,0,01,1800,None,2009-04-01,1800-01-05,1,0,0,0,0,0,1
390,391,460.0,11,2014,1,31,2013,"Feb,May,Aug,Nov",2014-11-01,2013-08-04,1,0,0,0,1,0,0
391,392,2120.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
392,393,4820.0,03,2008,0,01,1800,None,2008-03-01,1800-01-05,0,0,0,1,0,0,1
393,394,10850.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
394,395,3620.0,02,2013,0,01,1800,None,2013-02-01,1800-01-05,1,0,0,0,1,0,0
395,396,23130.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
396,397,130.0,01,1800,1,27,2013,"Feb,May,Aug,Nov",1800-01-01,2013-07-07,1,0,0,0,0,0,1
397,398,1540.0,01,1800,1,01,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-01-01,0,0,1,0,0,0,1
398,399,5360.0,09,2012,1,40,2011,"Jan,Apr,Jul,Oct",2012-09-01,2011-10-02,1,0,0,0,1,0,0
399,400,70.0,11,2004,1,14,2011,"Jan,Apr,Jul,Oct",2004-11-01,2011-04-03,1,0,0,0,1,0,0
400,401,9200.0,10,2009,1,14,2012,"Jan,Apr,Jul,Oct",2009-10-01,2012-04-01,1,0,0,0,0,0,1
401,402,5830.0,09,2011,1,13,2010,"Jan,Apr,Jul,Oct",2011-09-01,2010-03-28,0,0,1,0,0,0,1
402,403,4970.0,07,2015,0,01,1800,None,2015-07-01,1800-01-05,1,0,0,0,1,0,0
403,404,1420.0,01,1800,1,10,2013,"Mar,Jun,Sept,Dec",1800-01-01,2013-03-10,1,0,0,0,0,0,1
404,405,1080.0,04,2008,1,14,2011,"Jan,Apr,Jul,Oct",2008-04-01,2011-04-03,1,0,0,0,1,0,0
405,406,8240.0,03,2001,1,10,2013,"Feb,May,Aug,Nov",2001-03-01,2013-03-10,0,0,0,1,0,0,1
406,407,5890.0,10,2003,1,14,2011,"Feb,May,Aug,Nov",2003-10-01,2011-04-03,1,0,0,0,1,0,0
407,408,1560.0,01,1800,1,45,2009,"Feb,May,Aug,Nov",1800-01-01,2009-11-08,0,0,1,0,1,0,0
408,409,840.0,01,1800,1,01,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-01-06,0,0,0,1,0,0,1
409,410,40.0,11,2011,1,22,2012,"Mar,Jun,Sept,Dec",2011-11-01,2012-05-27,0,0,1,0,1,0,0
410,411,8460.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
411,412,4460.0,01,1800,1,39,2010,"Jan,Apr,Jul,Oct",1800-01-01,2010-09-26,0,0,0,1,0,0,1
412,413,760.0,09,2014,0,01,1800,None,2014-09-01,1800-01-05,1,0,0,0,0,0,1
413,414,6210.0,01,1800,1,01,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-01-06,0,0,0,1,0,0,1
414,415,6910.0,04,2005,0,01,1800,None,2005-04-01,1800-01-05,0,0,0,1,0,0,1
415,416,4650.0,06,2014,0,01,1800,None,2014-06-01,1800-01-05,1,0,0,0,0,0,1
416,417,840.0,01,1800,1,10,2014,"Jan,Apr,Jul,Oct",1800-01-01,2014-03-09,1,0,0,0,0,0,1
417,418,1060.0,05,2009,1,27,2011,"Feb,May,Aug,Nov",2009-05-01,2011-07-03,1,0,0,0,1,0,0
418,419,1620.0,09,2009,0,01,1800,None,2009-09-01,1800-01-05,0,0,1,0,1,0,0
419,420,250.0,01,1800,1,27,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-07-01,0,0,0,1,0,0,1
420,421,3530.0,06,2012,1,35,2012,"Mar,Jun,Sept,Dec",2012-06-01,2012-08-26,0,0,1,0,0,0,1
421,422,2880.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
422,423,1270.0,05,2014,0,01,1800,None,2014-05-01,1800-01-05,0,1,0,0,1,0,0
423,424,1250.0,01,1800,1,40,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-10-02,0,0,0,1,0,0,1
424,425,1460.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
425,426,250.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
426,427,70.0,07,2005,1,13,2010,"Jan,Apr,Jul,Oct",2005-07-01,2010-03-28,1,0,0,0,0,0,1
427,428,2960.0,12,2014,1,23,2015,"Mar,Jun,Sept,Dec",2014-12-01,2015-06-07,0,0,0,1,1,0,0
428,429,16350.0,07,2005,1,31,2013,"Jan,Apr,Jul,Oct",2005-07-01,2013-08-04,0,0,0,1,0,0,1
429,430,12870.0,10,2008,0,01,1800,None,2008-10-01,1800-01-05,0,0,0,1,0,0,1
430,431,4520.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
431,432,810.0,05,2013,0,01,1800,None,2013-05-01,1800-01-05,1,0,0,0,1,0,0
432,433,30030.0,11,2010,0,01,1800,None,2010-11-01,1800-01-05,1,0,0,0,0,0,1
433,434,13020.0,08,2003,1,40,2014,"Jan,Apr,Jul,Oct",2003-08-01,2014-10-05,1,0,0,0,1,0,0
434,435,910.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
435,436,2300.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
436,437,430.0,01,1800,1,50,2010,"Jan,Apr,Jul,Oct",1800-01-01,2010-12-12,0,0,1,0,0,0,1
437,438,1110.0,01,1800,1,40,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-09-30,0,0,0,1,0,0,1
438,439,1350.0,09,2009,0,01,1800,None,2009-09-01,1800-01-05,1,0,0,0,1,0,0
439,440,3900.0,04,2005,1,45,2009,"Feb,May,Aug,Nov",2005-04-01,2009-11-08,0,0,0,1,1,0,0
440,441,2530.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
441,442,500.0,01,1800,1,45,2009,"Feb,May,Aug,Nov",1800-01-01,2009-11-08,0,0,1,0,1,0,0
442,443,11400.0,12,2005,0,01,1800,None,2005-12-01,1800-01-05,0,0,0,1,1,0,0
443,444,1700.0,11,2009,0,01,1800,None,2009-11-01,1800-01-05,0,0,1,0,1,0,0
444,445,240.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
445,446,340.0,10,2000,1,31,2013,"Feb,May,Aug,Nov",2000-10-01,2013-08-04,1,0,0,0,1,0,0
446,447,1510.0,09,2013,0,01,1800,None,2013-09-01,1800-01-05,1,0,0,0,0,0,1
447,448,3970.0,09,2009,0,01,1800,None,2009-09-01,1800-01-05,1,0,0,0,0,0,1
448,449,120.0,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",2014-12-01,2009-09-13,1,0,0,0,0,0,1
449,450,5780.0,11,1994,1,10,2014,"Mar,Jun,Sept,Dec",1994-11-01,2014-03-09,0,0,1,0,1,0,0
450,451,2460.0,04,2009,1,13,2010,"Jan,Apr,Jul,Oct",2009-04-01,2010-03-28,1,0,0,0,1,0,0
451,452,1850.0,08,2013,1,05,2011,"Feb,May,Aug,Nov",2013-08-01,2011-01-30,1,0,0,0,0,0,1
452,453,75860.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
453,454,26450.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
454,455,7660.0,09,2010,0,01,1800,None,2010-09-01,1800-01-05,0,0,0,1,0,0,1
455,456,140.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
456,457,13140.0,01,1800,1,31,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-08-04,0,0,0,1,0,0,1
457,458,3390.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,1,0,1,0,0
458,459,250.0,09,2008,1,05,2013,"Feb,May,Aug,Nov",2008-09-01,2013-02-03,1,0,0,0,1,0,0
459,460,34050.0,04,2008,0,01,1800,None,2008-04-01,1800-01-05,1,0,0,0,1,0,0
460,461,1790.0,07,2013,1,40,2013,"Jan,Apr,Jul,Oct",2013-07-01,2013-10-06,0,0,0,1,0,0,1
461,462,44320.0,08,2008,0,01,1800,None,2008-08-01,1800-01-05,1,0,0,0,1,0,0
462,463,4160.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
463,464,520.0,03,2009,0,01,1800,None,2009-03-01,1800-01-05,0,0,1,0,1,0,0
464,465,10890.0,04,2005,0,01,1800,None,2005-04-01,1800-01-05,0,0,0,1,0,0,1
465,466,3110.0,03,2003,0,01,1800,None,2003-03-01,1800-01-05,1,0,0,0,0,0,1
466,467,20390.0,04,2008,0,01,1800,None,2008-04-01,1800-01-05,1,0,0,0,0,0,1
467,468,5260.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,0,0,1,0,0,0,1
468,469,710.0,09,2005,0,01,1800,None,2005-09-01,1800-01-05,0,0,1,0,0,0,1
469,470,50.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
470,471,5300.0,01,1800,1,45,2009,"Feb,May,Aug,Nov",1800-01-01,2009-11-08,0,0,0,1,1,0,0
471,472,5030.0,08,2011,0,01,1800,None,2011-08-01,1800-01-05,0,0,1,0,0,0,1
472,473,50.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
